899:8029,93423,70996,23959,51115,2345,16319,15755,4764,40269
900:26831,691,269,19755,3,77143,55099,52028,57868,99303
911:7491,15720,17191,29290,20405,1225,19907,19865,76,83569
918:4664,1023,27785,43222,24195,28039,18720,73156,30772,32762
925:21544,20277,59261,346,5708,5605,29991,5057,18401,27630
926:82339,71626,39574,20182,4338,449,30441,112888,101326,7577
937:55521,95253,439,13772,64777,57069,34418,102491,68495,39954
949:5006,47033,79572,14109,60143,18122,48709,33752,4358,23788
964:82339,71626,39574,42776,32610,31784,48103,68989,81014,9640
970:33801,8,15730,30971,122503,96281,25210,32800,67004,118326
977:45068,77404,13720,29011,66257,118779,83884,112321,5314,52291
981:1534,28903,2469,13031,4513,11042,57935,112646,114449,6551
982:14912,37359,25921,1913,30077,32617,3389,7195,2265,48577
984:14974,3013,36954,14156,2903,9372,5905,2001,13671,11079
992:84526,82585,17061,37489,39633,114937,44222,89225,30319,44079
993:2354,20899,63321,269,4093,122068,26437,62814,111103,92761
998:9646,7675,14476,2829,9371,68562,44100,4708,30249,10824
1000:3013,36954,30485,56948,4991,1875,34000,9686,11643,8115
1007:8232,194,6009,104732,2158,1494,5414,13087,4353,56948
1027:28755,40015,76837,70388,12571,11759,50876,24778,98339,5894
1028:48008,17464,2311,3588,22131,21651,43132,9691,6359,21042
1044:86693,65562,103778,10427,3937,65698,14142,2662,15720,38875
1045:11826,102071,4536,80907,269,59506,1745,7507,34291,16104
1049:40924,29290,6444,68562,704,74966,14147,3741,2831,35665
1068:26738,3214,10882,20681,40211,11953,63781,29201,122993,52067
1069:7989,64621,4338,4563,594,449,7222,2578,122510,70019
1070:16205,84167,100213,12278,97875,64605,77387,73199,17309,10609
1082:92932,41,58529,6810,101900,11481,15911,7610,23263,19696
1083:4542,3297,1034,5581,138,1603,18189,82290,20620,60757
1088:2829,11484,6239,3159,5922,2373,659,20891,7251,5268
1094:2469,12175,17033,27297,1902,2117,42055,932,12483,23011
1116:17532,26868,83076,113780,4358,102276,1546,52979,29899,34293
1121:15167,20681,46060,2326,2988,449,38250,1146,1668,29192
1125:55521,95253,25635,96976,77327,61261,121551,10445,30824,28759
1127:60746,105644,62114,15894,19748,118309,104068,13816,18485,122598
1132:64662,35836,73584,13562,18215,16553,23663,34032,36121,86607
1133:928,38283,17464,3751,36285,16604,18942,26010,67746,1478
1140:37225,28288,909,730,55657,5387,48596,5785,115125,18749
1141:3789,84203,32546,3407,6574,10695,1066,54216,18122,3085
1148:51933,120255,57501,375,14109,1218,2675,54045,34946,1462
1153:68065,71092,932,12483,64963,18337,12045,12363,2469,79154
1163:67761,45161,26255,26621,111598,105771,55642,12019,54068,48755
1166:49180,83457,95253,55521,51008,25783,27381,12935,38022,35503
1172:99816,21098,53990,15814,92739,84588,58309,49085,4068,52287
1192:122034,80417,17500,21544,95362,8100,33659,16882,13704,7800
1204:35320,788,20439,70665,18166,28657,15873,36884,23849,89520
1208:12632,4708,34047,6323,45190,109595,32025,114931,75322,110929
1209:10869,33763,75313,72247,51027,62114,14402,89594,66212,44703
1234:55698,46290,28314,84444,48509,54823,89557,13169,5538,1875
1236:22081,55545,15553,2055,39365,16208,53358,14550,19377,43310
1245:889,756,31189,93090,14912,57189,11460,30413,38735,62398
1263:17464,3751,9500,6359,32404,47380,38643,58459,106189,112876
1267:30020,42210,9797,7222,70687,38940,115330,17460,346,10410
1269:1747,19603,33796,73887,22809,14637,117483,47612,38772,118506
1288:37742,52601,94291,4932,8,999,2029,1499,4740,58098
1295:13340,52039,6395,15122,16593,2454,109,396,5581,37190
1296:5581,366,521,35934,20899,86031,73575,269,2163,23333
1302:79239,52970,9480,12015,5575,41037,39013,1217,2062,11789
1305:56656,294,8074,99305,21202,29991,2031,2345,1099,34548
1342:4753,17250,31101,59803,5998,32217,120421,33801,83938,122503
1382:8232,42713,51108,63733,6239,3159,659,5387,70099,5702
1389:71576,71313,61636,75115,25612,64596,80155,85254,115775,47227
1391:7661,73581,41899,74580,29648,30042,17840,16553,67525,87812
1397:8487,22191,9575,8588,4272,25170,8996,5381,5180,14059
1402:7166,6353,15741,112888,40326,9838,2158,11326,17124,6641
1405:93813,96075,4869,53684,47747,28101,50720,512,42506,12576
1407:100593,5367,46678,51254,46774,34280,111219,31815,21617,30095
1408:93,71584,31101,17250,93465,17273,4771,35418,10810,87089
1409:92932,41,58529,19037,10733,1148,26735,18319,31063,45258
1412:26096,31908,6395,109,2163,93442,5581,109798,6078,14560
1413:6284,837,1362,726,65562,63603,3527,19654,16092,40916
1418:23841,24568,13989,35840,2570,41190,8688,31901,103247,16311
1419:60230,81705,82432,15963,12663,78022,98974,93482,29156,84559
1420:8527,28544,55469,29310,13772,439,20631,69884,86648,8034
1427:5413,12874,18215,3527,8355,7222,11843,40438,25839,26765
1430:85483,121749,2158,91698,60117,120477,17443,563,422,41022
1431:40364,4541,19654,3,28061,12482,269,12015,41037,8435
1435:85678,4125,63313,10758,5621,28643,25769,7667,815,57509
1437:40552,3394,2600,75415,5670,16092,5787,27364,928,35159
1441:67843,30328,99349,6559,104761,25679,24001,85706,55685,57913
1447:84812,79743,4101,16261,28314,4991,1875,4353,34000,194
1448:118605,81402,94848,26249,50517,54426,16452,4198,61405,49641
1457:4664,43222,55812,28039,18720,32762,63225,51933,120255,38039
1458:39226,60108,59845,6266,14857,20300,47648,75095,19647,48172
1469:89761,45994,2683,6593,23939,24458,13545,11198,81108,54991
1477:55657,659,2776,4963,8796,120225,4708,6880,26868,14155
1486:11653,16995,27850,33052,59594,27446,102942,57300,2203,86088
1490:10973,8107,70683,889,16261,16049,6793,26062,42184,112104
1491:70359,14923,16127,102347,23980,38963,110038,9205,10445,13909
1500:22630,52765,58343,28544,55469,28815,57375,105059,121413,12162
1503:194,115125,1494,8199,46290,87215,2475,730,16000,28314
1517:27097,80218,95331,111233,19960,105561,113231,24042,4194,88164
1518:14037,26440,79311,67101,82467,39096,60494,26062,6793,121298
1535:23195,69136,33648,107597,26351,12462,40010,20911,13203,23833
1551:60912,2454,162,13099,21070,3,19654,1462,1762,93622
1552:19245,117604,19553,62237,110189,10906,89980,29723,3789,7338
1553:91311,65406,3420,46723,27321,23236,43065,5268,14202,20467
1559:12363,39212,68065,64963,71092,12483,12045,2469,79154,107628
1560:68989,38022,93507,96133,36414,52095,48103,77113,13099,43844
1561:18271,52570,2995,14476,13918,1732,30348,51418,13842,3214
1562:104732,9686,11643,5414,8115,46290,28314,16531,2641,22115
1569:53622,106311,10950,20914,69468,92586,33478,4194,1402,40072
1570:8671,3486,32050,17015,67452,13969,58046,11951,5575,52939
1588:6361,49932,25705,89875,73447,28513,50677,5176,109588,10427
1589:3554,24336,17888,44574,8095,65000,99893,15039,84087,41829
1591:69776,47983,86865,42877,109970,119490,82078,65541,65219,61702
1601:294,6880,7675,30708,12537,6189,3802,23472,107658,41936
1602:6096,185,16514,14912,4101,91406,70574,56559,12874,64940
1629:16092,94557,17607,31990,14147,42501,15433,7609,20721,54969
1634:4147,100188,1546,80190,68299,9797,9043,8167,30272,11367
1642:30993,85678,4125,16319,15755,4764,17508,63313,10758,28643
1653:27571,119319,52000,92932,41,23472,83872,88330,31478,3447
1654:5922,105059,10994,44029,57375,53143,591,917,115125,15583
1655:41037,12015,14136,10275,5344,66388,49006,5876,3567,61009
1668:63313,10758,5621,28643,25769,7667,815,57509,370,3661
1681:101736,8609,3144,22886,50559,4897,97381,42684,13241,5412
1703:8035,14464,28094,88375,4805,24502,9992,614,22337,5701
1721:15912,112978,31330,626,869,24630,48141,122726,8162,12798
1727:12023,42137,74629,65419,102246,246,32603,5189,1183,7514
1728:11053,346,7989,2578,70019,42210,54582,115330,26440,27320
1745:44182,76606,59047,9472,107482,92263,3274,1857,52103,5241
1746:5312,14758,84333,60,17890,31990,14147,17429,15433,49325
1751:20483,19748,45100,97084,118095,79281,66685,20294,20475,116620
1756:21929,35589,87089,107891,112150,98365,16272,17341,19529,15433
1758:18876,7487,2168,8695,4834,704,1231,1614,16995,69814
1761:66480,104345,2578,58529,46255,535,41695,88748,1786,40489
1767:68562,35665,74966,14285,1494,2073,3989,91192,13842,3159
1779:1674,99455,55357,117015,73942,26885,118819,120615,93097,93631
1780:32351,68717,10246,120791,104391,88524,72271,5956,9313,3041
1783:6009,75746,37636,75650,2298,3839,3346,15873,1021,3929
1787:68573,19932,53955,122145,115278,86031,24164,36954,28474,70386
1788:94848,119661,50517,39633,114937,117869,12543,114069,44222,112144
1794:14476,13842,3214,16764,13918,2063,1732,30348,51418,4963
1796:21544,19654,6284,837,726,3,106688,50386,5247,60905
1803:13760,659,6239,44488,54991,55038,4192,12362,71842,2776
1820:6793,889,26062,16049,119592,24699,87930,20916,33789,22699
1821:7974,19056,18163,60689,12150,21082,7243,31476,53421,6130
1822:82339,71626,57226,39574,41037,18370,12015,107605,29097,52095
1823:40916,83101,75285,21798,25762,28061,996,3,19654,269
1840:40269,1644,85678,4125,63313,10758,28643,25769,815,57509
1841:67448,49847,742,27881,75812,64292,91593,27576,26560,73411
1842:13844,44835,3142,633,8048,15741,14859,42157,1710,60761
1850:17341,17,14758,34324,46880,46216,486,70710,4224,17005
1853:92099,5607,13627,3707,2908,454,42713,18540,99185,57459
1854:1217,294,6353,7166,3429,1001,356,28453,9996,70945
1862:36487,24164,36954,20028,94087,54566,7222,11843,57718,4338
1880:20899,1023,4664,43222,28039,18720,32762,14880,3389,20067
1883:24195,49233,9580,65615,3409,114351,61272,34222,108599,58003
1890:93602,79573,1242,24354,776,6766,79107,114201,32741,24543
1891:4828,1001,38250,32135,1890,4106,3628,13522,4288,11153
1893:37225,24568,4487,35840,26868,10723,14530,8813,7493,7974
1894:78488,39433,71302,48707,39063,2708,8315,76746,16240,60063
1911:119649,95155,85899,16224,91965,83797,84804,50700,50764,93976
1912:20899,104854,94137,35934,86031,73575,366,19719,14880,106593
1913:151,58836,128,10275,86828,1473,77657,58033,64136,5490
1930:12743,101857,33763,91278,4273,60905,61484,120766,89305,122993
1932:2063,8199,3214,5857,10827,4534,13630,704,13726,56243
1950:31128,52039,13340,15242,1119,9717,44716,2903,9372,21929
1951:91621,28510,117484,26122,11159,559,97492,8728,32,3509
1952:115125,5312,6239,6880,7675,2829,9371,68562,44100,4708
2005:9992,53955,13433,3271,10723,14464,934,19841,39846,6073
2017:101380,107733,44039,8448,67339,13499,67784,64198,58467,78307
2025:6673,14750,39063,236,68617,88032,33660,54123,11724,68189
2030:54389,12015,41037,1890,34324,106118,46216,15200,14882,14549
2034:58219,104789,149,110418,5254,11467,16652,42352,37061,75592
2038:116514,3133,78371,23223,46461,63734,101235,35130,118740,96315
2046:2101,86719,11506,25141,120572,58153,45195,85984,115500,38962
2058:88234,52829,16147,102397,92462,8794,65161,12495,106372,25649
2068:559,35101,25563,52103,563,31834,27866,101900,81160,99205
2070:112150,98365,86725,50444,26765,63271,51875,96281,61772,31101
2071:36711,45068,77404,109986,7222,33499,45562,30074,70,20899
2072:41190,1762,61772,1102,70864,8688,2570,5347,14912,1896
2074:1644,36507,1131,24707,114190,40269,26476,18284,4418,15248
2075:2903,9372,7989,4563,356,2578,112888,70019,54939,9996
2076:104101,17,302,654,76,616,58,8,866,84
2077:28544,55469,26597,29709,35065,54582,4227,49660,6345,31419
2080:9459,317,4017,89921,56589,96093,830,30998,84871,10833
2085:28544,55469,17767,110156,102826,10639,122510,47933,2801,13374
2097:12874,63795,55521,95253,121551,102226,4692,16049,26062,14383
2112:5450,28379,28755,829,13468,9482,83899,9890,657,110250
2115:13512,66730,16206,46283,89756,42448,2607,12182,934,19841
2116:48156,12965,77241,88987,18256,4299,28922,33879,14944,25523
2123:20899,889,26831,29886,40941,49880,94331,55229,14912,14880
2135:95021,39307,11252,7415,18177,5462,8156,92862,80923,17061
2141:1168,77063,9388,10882,109813,20681,40211,11953,80141,38720
2147:398,58684,93227,100925,13697,18540,2634,53465,44440,64704
2154:39597,93148,25670,122726,12798,105380,105430,59305,15912,108952
2160:67343,75650,40707,27822,54939,94628,19620,34258,64046,2031
2162:704,1970,118674,8419,49847,77465,53738,742,102494,61327
2170:82339,71626,39574,11053,1896,95844,80536,91554,2784,94024
2177:4009,46328,459,14431,18530,21957,2200,81158,17917,22387
2184:3805,1896,75650,37636,11053,3839,3162,27161,62413,3319
2185:102106,92739,104365,94542,21098,82114,71748,109115,15814,82339
2187:17,302,654,76,616,58,8,866,84,29
2211:95895,108622,75176,4091,9012,35218,61901,76213,59895,101857
2223:5812,87110,7305,33215,652,42051,14030,44650,39127,65587
2243:26335,16788,82448,121604,26688,23045,4938,13869,18908,8780
2244:3602,13273,13720,11405,11415,5572,72493,121331,40182,31128
2247:9558,17245,112888,40326,82339,71626,57226,39574,5961,77419
2250:49715,463,2634,4873,5488,82522,8733,11255,168,135
2253:12160,66439,4481,17015,20869,29843,8037,63313,10758,4418
2260:103862,106817,51239,47418,113091,120924,55045,120491,42665,49847
2261:62404,19037,10733,26735,5266,31063,8776,12537,41,30629
2262:16200,27198,43020,54663,120852,27583,70966,20127,11022,98722
2290:7459,39846,16912,7974,11818,2580,8183,119158,30101,3958
2291:17426,85394,1310,16935,26376,34309,9343,4025,11651,31478
2293:22292,294,13512,32009,69455,12874,93254,37563,439,14768
2301:102372,4106,1363,22331,89016,10300,1554,38604,88665,30679
2302:4422,7779,73887,115401,46029,4396,24793,117483,5366,73940
2304:26811,730,3054,4708,3214,8933,15442,704,2995,108918
2318:14383,100112,136,99305,21817,40542,4135,17341,3027,1163
2325:111422,46216,34324,82340,12776,7333,28453,25733,102393,64950
2335:3013,6106,52785,11643,4991,1875,34000,48222,87215,8115
2343:9955,28031,273,596,73935,106917,21567,55516,2632,2266
2346:13178,39703,64173,8011,5103,124,20899,3014,45320,2213
2347:31224,109758,7728,19075,87351,34298,106869,99949,52756,115935
2348:75768,41990,39539,937,4017,89921,96093,10833,39421,21409
2362:17,302,654,76,616,58,8,866,84,29
2363:4669,45562,151,55053,22207,375,34035,6359,13660,17464
2364:1896,6073,35630,3588,107295,21911,15615,121283,40143,37504
2369:90948,1331,99850,1957,40269,46057,84071,120017,107199,37690
2373:1218,63271,39947,14328,91311,35566,45959,34035,1600,13660
2381:28314,22115,20869,5414,4353,56948,87215,1109,5189,194
2382:82340,4537,2776,7785,55657,3431,659,19907,6880,9686
2384:51696,35159,80141,38720,99242,20217,24677,33175,558,77768
2385:2903,3234,11699,4227,88351,17464,101293,57164,54939,25120
2392:62406,54420,107740,55025,106931,72230,98534,6196,31378,94196
2393:5268,36711,20467,19418,43065,14202,23236,582,104032,10770
2394:18370,1351,113780,102276,52979,37296,51583,775,75222,21098
2395:98026,37499,41037,46324,39519,75650,37636,12015,16097,64040
2399:20741,33458,33036,11326,4933,383,37710,13780,85172,76533
2405:34981,14565,35839,2273,16332,54969,68065,71092,7140,12483
2407:18271,13051,2154,704,4708,2831,2776,23266,5857,19780
2408:19654,73887,117483,89391,47612,58169,31701,1244,38772,118506
2419:37060,221,5750,23697,46227,41424,22337,229,5017,40759
2429:9890,13468,657,9482,28379,16725,34141,26461,106448,73581
2447:5581,2163,4025,380,521,26096,6395,109,37190,269
2452:12832,20575,2265,2848,1913,30791,8349,22856,27927,19626
2453:23740,50818,20408,4535,1573,25812,193,3028,11861,50572
2454:1508,8676,6188,26597,93423,33227,45483,11603,86756,78022
2456:16390,5729,10295,108599,119683,36807,3546,1494,5414,269
2461:115125,33499,4057,5922,6094,7174,6239,6880,9646,7675
2464:46265,17235,109799,26231,4101,1762,41190,8688,2570,65000
2465:39604,77937,4536,17464,269,3751,4351,21735,20916,38023
2469:59908,26868,120491,113780,102276,52979,92744,37296,40442,12991
2489:41378,47587,41190,4877,49292,33542,99399,104706,116776,76262
2491:2319,17,302,654,76,616,58,8,866,84
2499:713,1097,670,76693,38894,92552,110374,72457,102276,42996
2500:1494,17186,3013,2641,22115,36575,49722,20869,7785,5189
2501:56559,63527,39,162,1384,96377,2942,66157,106851,109171
2505:5944,20338,8135,10713,48222,5204,22879,34548,71978,51511
2510:3650,64153,74425,2303,118963,46451,117067,652,31092,107013
2515:99185,53485,12915,24851,3707,3100,11326,26257,6168,9346
2518:9678,83231,57269,56243,12663,71797,108918,99892,4963,57567
2520:55521,95253,5581,91234,61328,40438,2163,12874,23333,37885
2521:91303,60356,20899,104549,13099,21070,7578,83981,67829,41037
2524:9372,2903,18654,11871,110386,3589,93857,4837,72120,14512
2536:17464,3751,54582,52985,56559,105059,72915,28815,106119,57375
2541:19174,28702,14476,13918,1732,30348,51418,6239,9646,7675
2547:31390,47243,13612,10300,42491,10733,35048,28297,11720,5672
2553:54440,14479,75486,2719,53316,122207,77721,106392,67004,110227
2558:8199,730,2373,4708,8933,704,2995,108918,50666,19757
2560:5414,3546,3013,36954,56948,28314,4991,1875,34000,87215
2563:66998,10110,917,107605,97202,15583,15433,20721,6113,179
2573:7578,14729,10510,1551,16092,13969,16550,19037,10733,26735
2591:5922,6239,13918,2776,5857,10827,4534,5268,4963,65719
2596:366,13844,8746,3223,4351,11276,33988,39588,31622,122045
2597:95291,42922,80282,32198,93762,121365,19423,89657,56529,23420
2601:378,106302,21091,15800,20356,111995,24384,78618,47338,108883
2604:64662,35836,39624,38903,99396,5348,6880,5581,2077,10966
2611:30441,57074,4106,5059,11767,14998,31714,20681,6258,18908
2612:7578,2031,2148,108022,10055,3511,30236,28480,27018,1243
2615:8029,11252,80536,13196,108303,79099,9117,105644,62114,93995
2625:20899,9472,64391,83953,94013,38943,64525,40067,11145,311
2626:194,11643,1109,104732,3546,1494,87215,8115,56948,48222
2634:14289,12440,96967,73163,82036,13963,23656,43371,44894,55514
2636:3,19654,269,8845,39729,45390,10252,1086,20916,333
2639:23847,72710,103277,67761,38630,26255,101797,5862,48755,22809
2650:9776,114727,7671,103650,113945,17345,7016,30210,119401,23102
2661:1225,45,8115,40166,53321,16995,68248,93971,33052,86088
2663:36085,13644,15721,15806,4368,2149,17173,85254,94456,77459
2666:7894,4909,35144,2437,32009,37563,5621,2345,21873,1099
2676:1653,3180,36885,3829,24919,25978,24211,12841,4126,44660
2689:94722,31783,50037,117340,82768,18835,41037,12015,19963,16912
2693:24141,11796,82836,790,117089,113007,101490,29622,56034,109244
2708:59871,82147,29991,11415,59696,71950,12976,52860,102287,29236
2709:48917,80717,90319,61966,22630,1195,4628,22980,11198,81108
2713:88280,4258,7299,116920,121551,13510,1824,14768,19233,28707
2715:83191,7629,1970,32973,704,118674,8419,77465,102494,47477
2716:16542,76547,56430,2266,81684,32944,7127,91829,59529,33229
2727:375,90948,51511,84347,1331,98548,99850,8527,54582,58529
2730:53955,28544,55469,27231,30441,2801,2038,16459,25370,93090
2731:46535,4560,72035,7655,66230,66194,117957,5410,67665,67344
2734:564,108599,119683,16390,10295,36807,1168,610,1069,10882
2735:107362,563,10276,93227,100925,18540,2634,44440,53465,64704
2737:2316,1684,1001,1550,34998,14319,14998,3895,4828,1102
2745:7194,17934,90779,6323,2446,8818,33748,13083,3715,58974
2746:119724,117197,97620,52387,122385,101430,59789,109081,121334,62611
2748:3879,61742,716,238,75748,9857,8886,42057,26075,5287
2756:14758,22315,925,5490,68831,80278,1217,13760,15534,24313
2760:19654,3,4627,28061,13704,11776,27423,12287,3951,246
2776:8178,87246,17,302,654,76,616,58,8,866
2799:113056,26070,12935,9332,12441,10084,65457,18364,42,114878
2802:2594,58089,41378,7166,2876,65573,11025,346,11036,1102
2803:94087,28689,41210,61484,60350,79606,75208,42713,120170,119609
